-181.386, 64.920, 3.012,  7.606
-181.385, 64.819, 3.023,  7.639
-181.385, 64.718, 3.033,  7.672
-181.385, 64.617, 3.044,  7.705
-181.386, 64.515, 3.054,  7.738
-181.386, 64.413, 3.064,  7.771
-181.386, 64.311, 3.074,  7.804
-181.385, 64.208, 3.084,  7.837
-181.385, 64.105, 3.094,  7.870
-181.385, 64.002, 3.104,  7.903
-181.384, 63.898, 3.114,  7.936
-181.385, 63.794, 3.124,  7.969
-181.385, 63.689, 3.135,  8.002
-181.384, 63.585, 3.145,  8.035
-181.384, 63.479, 3.156,  8.068
-181.383, 63.374, 3.167,  8.101
-181.383, 63.268, 3.178,  8.134
-181.384, 63.162, 3.188,  8.167
-181.384, 63.055, 3.199,  8.200
-181.384, 62.948, 3.209,  8.233
-181.384, 62.841, 3.220,  8.266
-181.385, 62.734, 3.230,  8.299
-181.385, 62.626, 3.241,  8.332
-181.385, 62.517, 3.252,  8.365
-181.385, 62.409, 3.263,  8.398
-181.385, 62.300, 3.274,  8.431
-181.385, 62.190, 3.285,  8.464
-181.385, 62.080, 3.296,  8.497
-181.385, 61.970, 3.307,  8.530
-181.385, 61.860, 3.318,  8.563
-181.385, 61.749, 3.329,  8.596
-181.385, 61.638, 3.339,  8.629
-181.385, 61.526, 3.350,  8.662
-181.385, 61.414, 3.361,  8.695
-181.385, 61.302, 3.372,  8.728
-181.385, 61.189, 3.384,  8.761
-181.385, 61.076, 3.396,  8.794
-181.385, 60.963, 3.407,  8.827
-181.385, 60.849, 3.419,  8.860
-181.385, 60.735, 3.429,  8.893
-181.386, 60.620, 3.441,  8.926
-181.385, 60.505, 3.451,  8.959
-181.385, 60.390, 3.463,  8.992
-181.386, 60.274, 3.474,  9.025
-181.385, 60.158, 3.486,  9.058
-181.385, 60.041, 3.498,  9.091
-181.386, 59.924, 3.510,  9.124
-181.385, 59.807, 3.522,  9.157
-181.385, 59.689, 3.534,  9.190
-181.385, 59.571, 3.546,  9.223
-181.386, 59.453, 3.557,  9.256
-181.386, 59.334, 3.569,  9.289
-181.386, 59.215, 3.580,  9.322
-181.386, 59.095, 3.592,  9.355
-181.386, 58.975, 3.604,  9.388
-181.387, 58.855, 3.616,  9.421
-181.386, 58.734, 3.628,  9.454
-181.386, 58.613, 3.640,  9.487
-181.386, 58.491, 3.653,  9.520
-181.386, 58.369, 3.665,  9.553
-181.386, 58.246, 3.678,  9.586
-181.387, 58.124, 3.689,  9.619
-181.387, 58.000, 3.701,  9.652
-181.387, 57.877, 3.713,  9.685
-181.387, 57.752, 3.725,  9.718
-181.387, 57.628, 3.737,  9.751
-181.387, 57.503, 3.749,  9.784
-181.386, 57.378, 3.762,  9.817
-181.387, 57.252, 3.775,  9.850
-181.388, 57.126, 3.789,  9.883
-181.387, 56.999, 3.802,  9.916
-181.388, 56.872, 3.814,  9.949
-181.388, 56.745, 3.827,  9.982
-181.388, 56.617, 3.840, 10.015
-181.388, 56.489, 3.852, 10.048
-181.388, 56.360, 3.864, 10.081
-181.388, 56.231, 3.877, 10.114
-181.388, 56.101, 3.890, 10.147
-181.389, 55.971, 3.902, 10.180
-181.389, 55.841, 3.916, 10.213
-181.389, 55.710, 3.929, 10.246
-181.389, 55.579, 3.942, 10.279
-181.388, 55.447, 3.955, 10.312
-181.389, 55.315, 3.968, 10.345
-181.389, 55.182, 3.981, 10.378
-181.389, 55.049, 3.995, 10.411
-181.389, 54.916, 4.008, 10.444
-181.389, 54.782, 4.021, 10.477
-181.389, 54.647, 4.034, 10.510
-181.390, 54.513, 4.047, 10.543
-181.391, 54.377, 4.061, 10.576
-181.391, 54.242, 4.075, 10.609
-181.391, 54.105, 4.088, 10.642
-181.390, 53.969, 4.102, 10.675
-181.390, 53.832, 4.115, 10.708
-181.390, 53.694, 4.128, 10.741
-181.391, 53.556, 4.141, 10.774
-181.391, 53.418, 4.155, 10.807
-181.391, 53.279, 4.169, 10.840
-181.391, 53.140, 4.183, 10.873
-181.391, 53.000, 4.198, 10.906
-181.391, 52.860, 4.212, 10.939
-181.391, 52.719, 4.226, 10.972
-181.391, 52.578, 4.240, 11.005
-181.391, 52.436, 4.254, 11.038
-181.391, 52.294, 4.267, 11.071
-181.392, 52.151, 4.281, 11.104
-181.391, 52.008, 4.295, 11.137
-181.391, 51.865, 4.310, 11.170
-181.391, 51.721, 4.324, 11.203
-181.391, 51.576, 4.339, 11.236
-181.391, 51.431, 4.354, 11.269
-181.391, 51.286, 4.368, 11.302
-181.391, 51.140, 4.383, 11.335
-181.391, 50.993, 4.397, 11.368
-181.391, 50.846, 4.411, 11.401
-181.391, 50.699, 4.426, 11.434
-181.391, 50.551, 4.440, 11.467
-181.392, 50.403, 4.455, 11.500
-181.392, 50.254, 4.470, 11.533
-181.392, 50.104, 4.485, 11.566
-181.392, 49.954, 4.500, 11.599
-181.392, 49.804, 4.515, 11.632
-181.392, 49.653, 4.530, 11.665
-181.392, 49.502, 4.544, 11.698
-181.392, 49.350, 4.559, 11.731
-181.393, 49.198, 4.574, 11.764
-181.393, 49.045, 4.590, 11.797
-181.392, 48.891, 4.605, 11.830
-181.393, 48.738, 4.620, 11.863
-181.393, 48.583, 4.636, 11.896
-181.392, 48.428, 4.652, 11.929
-181.393, 48.273, 4.667, 11.962
-181.393, 48.117, 4.682, 11.995
-181.393, 47.960, 4.697, 12.028
-181.393, 47.803, 4.713, 12.061
-181.393, 47.646, 4.729, 12.094
-181.393, 47.488, 4.744, 12.127
-181.393, 47.329, 4.760, 12.160
-181.393, 47.170, 4.776, 12.193
-181.393, 47.011, 4.792, 12.226
-181.393, 46.850, 4.807, 12.259
-181.393, 46.690, 4.823, 12.292
-181.393, 46.529, 4.839, 12.325
-181.393, 46.367, 4.855, 12.358
-181.393, 46.205, 4.872, 12.391
-181.394, 46.042, 4.888, 12.424
-181.394, 45.879, 4.905, 12.457
-181.393, 45.715, 4.921, 12.490
-181.393, 45.550, 4.937, 12.523
-181.394, 45.385, 4.953, 12.556
-181.394, 45.220, 4.970, 12.589
-181.394, 45.054, 4.986, 12.622
-181.394, 44.887, 5.002, 12.655
-181.394, 44.720, 5.019, 12.688
-181.394, 44.552, 5.036, 12.721
-181.394, 44.384, 5.053, 12.754
-181.394, 44.215, 5.070, 12.787
-181.394, 44.046, 5.086, 12.820
-181.394, 43.876, 5.100, 12.853
-181.394, 43.705, 5.108, 12.886
-181.394, 43.535, 5.101, 12.919
-181.394, 43.366, 5.087, 12.952
-181.394, 43.197, 5.078, 12.985
-181.394, 43.028, 5.083, 13.018
-181.394, 42.858, 5.104, 13.051
-181.395, 42.686, 5.143, 13.084
-181.394, 42.513, 5.199, 13.117
-181.394, 42.338, 5.269, 13.150
-181.394, 42.160, 5.343, 13.183
-181.394, 41.980, 5.406, 13.216
-181.394, 41.798, 5.445, 13.249
-181.394, 41.616, 5.454, 13.282
-181.394, 41.435, 5.437, 13.315
-181.394, 41.255, 5.402, 13.348
-181.394, 41.077, 5.357, 13.381
-181.394, 40.900, 5.311, 13.414
-181.394, 40.725, 5.272, 13.447
-181.394, 40.550, 5.245, 13.480
-181.394, 40.376, 5.234, 13.513
-181.393, 40.201, 5.242, 13.546
-181.393, 40.026, 5.266, 13.579
-181.393, 39.849, 5.308, 13.612
-181.394, 39.670, 5.368, 13.645
-181.395, 39.489, 5.446, 13.678
-181.395, 39.304, 5.546, 13.711
-181.395, 39.115, 5.667, 13.744
-181.394, 38.922, 5.795, 13.777
-181.394, 38.726, 5.897, 13.810
-181.394, 38.527, 5.951, 13.843
-181.393, 38.329, 5.957, 13.876
-181.393, 38.131, 5.924, 13.909
-181.394, 37.936, 5.865, 13.942
-181.394, 37.743, 5.787, 13.975
-181.393, 37.554, 5.696, 14.008
-181.393, 37.367, 5.599, 14.041
-181.393, 37.184, 5.510, 14.074
-181.393, 37.003, 5.436, 14.107
-181.393, 36.824, 5.381, 14.140
-181.393, 36.646, 5.347, 14.173
-181.393, 36.468, 5.331, 14.206
-181.393, 36.290, 5.333, 14.239
-181.393, 36.112, 5.352, 14.272
-181.393, 35.932, 5.389, 14.305
-181.393, 35.751, 5.443, 14.338
-181.392, 35.567, 5.516, 14.371
-181.392, 35.380, 5.609, 14.404
-181.392, 35.189, 5.725, 14.437
-181.392, 34.994, 5.866, 14.470
-181.392, 34.793, 6.014, 14.503
-181.392, 34.588, 6.160, 14.536
-181.391, 34.379, 6.288, 14.569
-181.391, 34.166, 6.384, 14.602
-181.390, 33.952, 6.431, 14.635
-181.390, 33.737, 6.431, 14.668
-181.390, 33.525, 6.391, 14.701
-181.390, 33.314, 6.321, 14.734
-181.390, 33.107, 6.228, 14.767
-181.390, 32.903, 6.118, 14.800
-181.390, 32.704, 6.005, 14.833
-181.390, 32.507, 5.901, 14.866
-181.390, 32.314, 5.818, 14.899
-181.389, 32.122, 5.766, 14.932
-181.389, 31.931, 5.740, 14.965
-181.389, 31.740, 5.729, 14.998
-181.389, 31.549, 5.736, 15.031
-181.389, 31.356, 5.762, 15.064
-181.389, 31.163, 5.806, 15.097
-181.389, 30.967, 5.870, 15.130
-181.387, 30.769, 5.954, 15.163
-181.387, 30.567, 6.062, 15.196
-181.386, 30.361, 6.185, 15.229
-181.387, 30.150, 6.312, 15.262
-181.386, 29.936, 6.441, 15.295
-181.387, 29.717, 6.571, 15.328
-181.387, 29.494, 6.699, 15.361
-181.386, 29.267, 6.811, 15.394
-181.386, 29.038, 6.890, 15.427
-181.386, 28.807, 6.921, 15.460
-181.386, 28.577, 6.906, 15.493
-181.385, 28.349, 6.854, 15.526
-181.385, 28.124, 6.773, 15.559
-181.385, 27.901, 6.673, 15.592
-181.385, 27.683, 6.565, 15.625
-181.384, 27.468, 6.462, 15.658
-181.384, 27.256, 6.376, 15.691
-181.384, 27.046, 6.318, 15.724
-181.383, 26.836, 6.294, 15.757
-181.383, 26.626, 6.300, 15.790
-181.383, 26.415, 6.329, 15.823
-181.382, 26.203, 6.375, 15.856
-181.382, 25.988, 6.436, 15.889
-181.382, 25.771, 6.511, 15.922
-181.382, 25.551, 6.598, 15.955
-181.382, 25.328, 6.693, 15.988
-181.382, 25.102, 6.794, 16.021
-181.381, 24.872, 6.901, 16.054
-181.381, 24.638, 7.011, 16.087
-181.381, 24.401, 7.123, 16.120
-181.380, 24.160, 7.228, 16.153
-181.380, 23.917, 7.312, 16.186
-181.380, 23.672, 7.356, 16.219
-181.379, 23.427, 7.353, 16.252
-181.379, 23.183, 7.309, 16.285
-181.379, 22.942, 7.237, 16.318
-181.378, 22.705, 7.149, 16.351
-181.378, 22.470, 7.061, 16.384
-181.378, 22.237, 6.983, 16.417
-181.378, 22.007, 6.926, 16.450
-181.378, 21.777, 6.899, 16.483
-181.377, 21.547, 6.901, 16.516
-181.377, 21.317, 6.926, 16.549
-181.377, 21.084, 6.969, 16.582
-181.377, 20.850, 7.026, 16.615
-181.376, 20.614, 7.096, 16.648
-181.376, 20.375, 7.175, 16.681
-181.376, 20.133, 7.262, 16.714
-181.376, 19.888, 7.355, 16.747
-181.375, 19.639, 7.454, 16.780
-181.375, 19.388, 7.557, 16.813
-181.375, 19.132, 7.662, 16.846
-181.374, 18.874, 7.758, 16.879
-181.373, 18.613, 7.830, 16.912
-181.373, 18.351, 7.861, 16.945
-181.372, 18.090, 7.845, 16.978
-181.372, 17.830, 7.793, 17.011
-181.372, 17.573, 7.718, 17.044
-181.371, 17.319, 7.633, 17.077
-181.371, 17.068, 7.553, 17.110
-181.370, 16.819, 7.487, 17.143
-181.370, 16.571, 7.446, 17.176
-181.369, 16.324, 7.434, 17.209
-181.369, 16.076, 7.445, 17.242
-181.368, 15.827, 7.476, 17.275
-181.368, 15.576, 7.522, 17.308
-181.367, 15.323, 7.581, 17.341
-181.366, 15.068, 7.650, 17.374
-181.366, 14.811, 7.728, 17.407
-181.366, 14.550, 7.813, 17.440
-181.366, 14.287, 7.903, 17.473
-181.365, 14.021, 7.999, 17.506
-181.364, 13.751, 8.099, 17.539
-181.363, 13.478, 8.201, 17.572
-181.363, 13.201, 8.302, 17.605
-181.363, 12.922, 8.386, 17.638
-181.362, 12.641, 8.436, 17.671
-181.362, 12.360, 8.441, 17.704
-181.361, 12.080, 8.403, 17.737
-181.361, 11.802, 8.335, 17.770
-181.360, 11.528, 8.253, 17.803
-181.359, 11.256, 8.169, 17.836
-181.359, 10.986, 8.095, 17.869
-181.358, 10.719, 8.042, 17.902
-181.358, 10.452, 8.015, 17.935
-181.357, 10.185, 8.013, 17.968
-181.356, 9.917, 8.031, 18.001
-181.356, 9.649, 8.066, 18.034
-181.355, 9.378, 8.113, 18.067
-181.355, 9.106, 8.172, 18.100
-181.354, 8.831, 8.240, 18.133
-181.354, 8.554, 8.316, 18.166
-181.353, 8.274, 8.399, 18.199
-181.353, 7.991, 8.486, 18.232
-181.352, 7.706, 8.579, 18.265
-181.351, 7.417, 8.675, 18.298
-181.350, 7.124, 8.774, 18.331
-181.349, 6.829, 8.875, 18.364
-181.348, 6.530, 8.974, 18.397
-181.348, 6.229, 9.057, 18.430
-181.347, 5.925, 9.107, 18.463
-181.347, 5.622, 9.114, 18.496
-181.345, 5.319, 9.078, 18.529
-181.344, 5.019, 9.014, 18.562
-181.344, 4.722, 8.936, 18.595
-181.343, 4.427, 8.858, 18.628
-181.343, 4.134, 8.790, 18.661
-181.342, 3.843, 8.744, 18.694
-181.340, 3.553, 8.721, 18.727
-181.340, 3.262, 8.720, 18.760
-181.339, 2.971, 8.738, 18.793
-181.338, 2.679, 8.769, 18.826
-181.338, 2.385, 8.814, 18.859
-181.337, 2.090, 8.868, 18.892
-181.336, 1.792, 8.931, 18.925
-181.335, 1.492, 9.001, 18.958
-181.335, 1.190, 9.078, 18.991
-181.334, 0.884, 9.160, 19.024
-181.333, 0.576, 9.246, 19.057
-181.332, 0.265, 9.337, 19.090
-181.331, -0.049, 9.430, 19.123
-181.331, -0.366, 9.526, 19.156
-181.329, -0.686, 9.624, 19.189
-181.328, -1.010, 9.722, 19.222
-181.328, -1.337, 9.806, 19.255
-181.327, -1.665, 9.863, 19.288
-181.326, -1.994, 9.879, 19.321
-181.325, -2.322, 9.855, 19.354
-181.324, -2.649, 9.802, 19.387
-181.323, -2.973, 9.734, 19.420
-181.322, -3.295, 9.664, 19.453
-181.321, -3.614, 9.603, 19.486
-181.320, -3.932, 9.562, 19.519
-181.319, -4.250, 9.542, 19.552
-181.318, -4.568, 9.541, 19.585
-181.317, -4.886, 9.556, 19.618
-181.317, -5.206, 9.585, 19.651
-181.316, -5.526, 9.624, 19.684
-181.314, -5.849, 9.674, 19.717
-181.313, -6.173, 9.731, 19.750
-181.312, -6.499, 9.795, 19.783
-181.312, -6.828, 9.865, 19.816
-181.310, -7.159, 9.941, 19.849
-181.309, -7.493, 10.020, 19.882
-181.308, -7.830, 10.104, 19.915
-181.307, -8.169, 10.190, 19.948
-181.305, -8.511, 10.279, 19.981
-181.304, -8.857, 10.371, 20.014
-181.303, -9.205, 10.465, 20.047
-181.302, -9.557, 10.558, 20.080
-181.302, -9.911, 10.642, 20.113
-181.300, -10.268, 10.704, 20.146
-181.299, -10.625, 10.735, 20.179
-181.297, -10.983, 10.731, 20.212
-181.296, -11.339, 10.697, 20.245
-181.295, -11.693, 10.648, 20.278
-181.294, -12.046, 10.596, 20.311
-181.292, -12.397, 10.554, 20.344
-181.291, -12.748, 10.530, 20.377
-181.290, -13.098, 10.523, 20.410
-181.289, -13.449, 10.531, 20.443
-181.288, -13.800, 10.551, 20.476
-181.286, -14.153, 10.582, 20.509
-181.285, -14.507, 10.622, 20.542
-181.285, -14.862, 10.671, 20.575
-181.284, -15.220, 10.726, 20.608
-181.282, -15.579, 10.787, 20.641
-181.281, -15.941, 10.853, 20.674
-181.280, -16.305, 10.923, 20.707
-181.279, -16.671, 10.998, 20.740
-181.277, -17.040, 11.075, 20.773
-181.276, -17.412, 11.156, 20.806
-181.275, -17.786, 11.240, 20.839
-181.273, -18.163, 11.326, 20.872
-181.272, -18.543, 11.414, 20.905
-181.270, -18.926, 11.502, 20.938
-181.269, -19.312, 11.579, 20.971
-181.267, -19.699, 11.636, 21.004
-181.266, -20.088, 11.665, 21.037
-181.264, -20.476, 11.663, 21.070
-181.262, -20.864, 11.637, 21.103
-181.261, -21.250, 11.601, 21.136
-181.260, -21.635, 11.566, 21.169
-181.258, -22.019, 11.543, 21.202
-181.257, -22.403, 11.535, 21.235
-181.255, -22.788, 11.540, 21.268
-181.254, -23.173, 11.556, 21.301
-181.253, -23.558, 11.583, 21.334
-181.251, -23.945, 11.617, 21.367
-181.250, -24.334, 11.659, 21.400
-181.248, -24.724, 11.708, 21.433
-181.247, -25.116, 11.762, 21.466
-181.245, -25.510, 11.822, 21.499
-181.243, -25.906, 11.886, 21.532
-181.241, -26.304, 11.954, 21.565
-181.239, -26.704, 12.025, 21.598
-181.238, -27.107, 12.100, 21.631
-181.236, -27.513, 12.177, 21.664
-181.234, -27.921, 12.257, 21.697
-181.232, -28.332, 12.340, 21.730
-181.231, -28.746, 12.424, 21.763
-181.229, -29.163, 12.509, 21.796
-181.227, -29.582, 12.586, 21.829
-181.225, -30.003, 12.649, 21.862
-181.223, -30.426, 12.689, 21.895
-181.222, -30.849, 12.704, 21.928
-181.220, -31.272, 12.697, 21.961
-181.218, -31.694, 12.678, 21.994
-181.216, -32.115, 12.657, 22.027
-181.214, -32.536, 12.646, 22.060
-181.212, -32.957, 12.647, 22.093
-181.210, -33.379, 12.659, 22.126
-181.208, -33.801, 12.680, 22.159
-181.207, -34.225, 12.709, 22.192
-181.205, -34.649, 12.746, 22.225
-181.203, -35.075, 12.788, 22.258
-181.201, -35.503, 12.837, 22.291
-181.199, -35.932, 12.890, 22.324
-181.197, -36.364, 12.948, 22.357
-181.195, -36.797, 13.009, 22.390
-181.193, -37.232, 13.075, 22.423
-181.191, -37.670, 13.144, 22.456
-181.189, -38.111, 13.215, 22.489
-181.187, -38.553, 13.289, 22.522
-181.185, -38.998, 13.366, 22.555
-181.183, -39.446, 13.445, 22.588
-181.181, -39.897, 13.525, 22.621
-181.179, -40.350, 13.607, 22.654
-181.177, -40.805, 13.686, 22.687
-181.174, -41.264, 13.756, 22.720
-181.172, -41.724, 13.809, 22.753
-181.170, -42.185, 13.842, 22.786
-181.168, -42.646, 13.855, 22.819
-181.165, -43.107, 13.853, 22.852
-181.163, -43.569, 13.846, 22.885
-181.160, -44.029, 13.844, 22.918
-181.158, -44.491, 13.852, 22.951
-181.156, -44.953, 13.869, 22.984
-181.154, -45.415, 13.893, 23.017
